1.000000000000000000e+00,1.000000000000000000e+00,1.470871695785586297e+00,3.668098893827028695e-01,-7.703233111590495064e-01,1.034538539909851673e+00,-1.077890521577069771e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.201078134638327466e+00,8.906581199182384001e-01,3.990513020864460692e-01,-2.825874213262465906e-01,1.706260453311486680e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.542211457754331771e+00,-4.206199553888751996e-01,2.353588463689980093e-01,-3.837044253597733379e-01,-6.537372664656577737e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.781006035790259068e-01,-6.129836108343792445e-01,-8.330455388427068231e-01,8.561791000884988456e-02,4.399188133167430959e-02
1.000000000000000000e+00,1.000000000000000000e+00,6.532550839114956709e-01,6.192375069357094475e-01,-1.301824300184425187e+00,-1.039462104147593546e+00,-7.293679617008319571e-01
1.000000000000000000e+00,1.000000000000000000e+00,-7.763213324558080330e-01,-2.040501906159871481e+00,1.501736216342939745e+00,2.444398203608304510e-01,-1.858496593812358766e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.567647583531019961e-01,-9.402525518520431502e-01,1.170073253437290628e+00,-6.453214484854684629e-01,-6.327610187840762013e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.074744971007580041e+00,7.297487548134670154e-01,9.912505889154595851e-01,1.168855044704771168e-01,9.109565561140557932e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.118105285505622493e-02,-3.257230089315616972e-01,1.172931402551950386e+00,-8.759713569223459562e-01,-2.733305959603957169e-01
1.000000000000000000e+00,1.000000000000000000e+00,-4.191917873889985380e-01,-1.760214433407639167e-02,8.608563754133322643e-01,8.628227269946836531e-01,2.577603594600317849e-01
1.000000000000000000e+00,1.000000000000000000e+00,-3.731828526106214516e-01,1.044197668994746531e+00,-1.486166686108296053e+00,-2.987669061262853143e-01,2.467868682271885938e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.846125579763403524e-01,-6.592053340674510764e-01,8.924088461853769694e-01,8.196438829324871334e-01,7.826099274930136129e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.857227616654698377e+00,5.315566742063932981e-01,1.525983176642915495e+00,-1.150184921118324322e-01,-6.971050792974148314e-02
1.000000000000000000e+00,1.000000000000000000e+00,-4.618408932447862769e-01,8.629849639298100561e-01,1.151468872986948000e+00,2.835580768454180056e-01,1.292050408906618264e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.100594920740465721e+00,-3.431882406665681673e-01,9.618139563800675029e-01,-1.562571841607861001e-01,-1.032935535839172858e-01
1.000000000000000000e+00,1.000000000000000000e+00,-7.391210599946121951e-01,1.482782237182110219e+00,-1.064241987934798850e+00,3.743587274122281428e-02,-1.623974350351872875e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.472687242179975375e-01,-4.091731542200999217e-01,1.245236441339992783e+00,1.090038428784481095e+00,9.757470442742299799e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.710895500092858068e+00,-6.375577791720580256e-01,2.312220373926308914e-01,-2.512546465950973862e-01,-2.079870893498469431e-01
1.000000000000000000e+00,1.000000000000000000e+00,-4.309907828781071037e-01,5.857920067662423236e-01,1.365916939559602139e-01,8.804588537460086295e-01,-9.287298523039990705e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.282465673929265249e+00,-1.963191246126301248e+00,1.248916873292970742e+00,-4.508970431422500980e-01,-8.207520806308019612e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.104941215178791403e-02,3.543190398509268868e-01,-9.335240976413519132e-01,4.603825696760802111e-01,-9.447856500433660099e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.459563486503499874e+00,9.708012933793747079e-02,-5.052730029315521953e-02,-1.095579671554447465e+00,-1.116692217500680595e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.471402901557671283e-01,-2.001792942426240174e+00,5.600522361768249802e-01,-6.259534482964241864e-01,-5.605754804720464168e-01
1.000000000000000000e+00,1.000000000000000000e+00,-4.085482774385318372e-01,2.127286194980875234e-01,-1.631341619632645790e-01,4.644930728607066239e-02,8.388963381007610298e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.464102078567450782e+00,-1.002918544485732255e+00,3.830263552162753715e-01,-1.390719520997601710e-01,2.726161066556416768e-01
1.000000000000000000e+00,1.000000000000000000e+00,-2.139320274920580300e-01,8.287966218230985449e-01,-9.308219819085726821e-01,-5.853718790945083850e-01,-1.276461981647809552e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.395447539795722225e+00,1.140683274358930355e+00,-7.774853591084016635e-01,1.995834690546639978e+00,-7.581296220721474022e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.120945774931791705e+00,-3.859352371994987374e-01,6.295869915951715079e-01,-8.856331331672326890e-01,6.630389083398480210e-02
1.000000000000000000e+00,1.000000000000000000e+00,5.911832834909424017e-01,2.308579911715942234e-01,2.551043312499807758e-01,2.222022927219177157e-01,3.551392846104244050e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.395070362701285704e-02,-1.292921427023459024e+00,1.250844230712218508e+00,-5.239180033382548896e-01,-3.044861436918737674e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.300573166367094302e+00,-2.312602097729106188e+00,1.406099526597247795e+00,-1.042338879259515405e+00,1.325408056938559787e+00
1.000000000000000000e+00,1.000000000000000000e+00,-7.129841464323454225e-01,4.663241091988059583e-01,-1.562314846694654591e+00,7.298654051662331055e-01,7.422347076792212839e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.129841643959128339e+00,1.579958559984247390e+00,-1.126023610165798772e+00,8.242887071943820754e-01,-1.692534706573676884e+00
1.000000000000000000e+00,1.000000000000000000e+00,-3.300406242906955279e-01,-1.264690404453179040e+00,-7.277429133545779694e-01,5.977294680898761481e-01,-7.941171653744476533e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.395840708326470114e-01,-8.647583552555455633e-01,2.270089173265046334e-01,1.230252593365034564e+00,5.801806409631369288e-01
1.000000000000000000e+00,1.000000000000000000e+00,-3.676004302709703908e-01,1.888616507070188799e-01,2.180206509526367853e+00,-1.515912692789809224e+00,1.587566131261873403e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.615364567461926582e-01,-8.850766952080922900e-01,5.615410701147517392e-01,-3.655377788297431985e-01,2.383109676631496754e+00
1.000000000000000000e+00,1.000000000000000000e+00,-3.641334282322393756e-01,8.692359994605755036e-01,-5.903709229693426819e-02,-2.425550119510580527e-01,8.814345649217414369e-01
1.000000000000000000e+00,1.000000000000000000e+00,-5.834332015500968138e-01,3.046117530397182804e+00,-1.914973309456743156e+00,4.822306693498143448e-01,-2.797347015400409309e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.342338238028418285e-01,3.056979028917096164e-01,-5.475413019607046072e-01,6.620083582496456565e-01,5.450374267702839948e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.317418910116261554e-01,1.159834464685963518e+00,-8.478966343826151164e-02,3.394338569278986251e-01,-2.594974483917278918e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.279105329844488992e+00,8.611173174390271967e-01,7.964898391635413244e-01,8.329139378029717933e-02,5.816111319070429442e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.552691603616777494e+00,-1.942897580365309018e+00,2.040684877717704016e+00,-1.861432538033905182e+00,5.054599033040036993e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.261324386644109508e+00,4.394890156380143464e-01,8.157678029664725550e-01,2.288688952970258095e-02,-4.278623748439683849e-01
1.000000000000000000e+00,1.000000000000000000e+00,-7.418626910358954163e-01,-3.212833812765358843e-01,-8.688234156573646505e-01,1.519469151925339490e-01,2.195239939729752621e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.970629027416476831e+00,5.905815893149946039e-01,-1.184055689448090920e+00,5.207848340813473476e-01,-2.023448794248750016e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.118484423440889497e+00,2.331011900208451060e+00,-9.114075470250979638e-01,1.110621496894201643e+00,6.400044821563486419e-01
